"Date","Time","Open","High","Low","Close","Up","Down","CV","ZeroLine","Zero Cross","UpperBand","LowerBand","MidLine","VolROC","ZeroLine"
02/22/2021,17:09,128.18,128.18,127.88,128.00,224786,320105,14.41,0.00,0.00,129.06,128.13,128.59,110.51,0.00
02/22/2021,17:10,128.00,128.10,127.90,128.04,142632,144790,13.89,0.00,0.00,129.05,128.05,128.55,12.97,0.00
02/22/2021,17:11,128.03,128.11,127.91,127.92,180720,137014,1.66,0.00,0.00,129.05,127.96,128.50,108.82,0.00
02/22/2021,17:12,127.91,128.08,127.90,128.03,125363,107840,-4.91,0.00,0.00,129.00,127.91,128.46,9.35,0.00
02/22/2021,17:13,128.04,128.37,127.98,128.34,187211,132544,14.74,0.00,0.00,128.95,127.91,128.43,143.18,0.00
02/22/2021,17:14,128.34,128.34,128.18,128.24,101086,95191,4.52,0.00,0.00,128.91,127.90,128.41,-5.64,0.00
02/22/2021,17:15,128.25,128.25,128.11,128.16,65391,61702,-1.17,0.00,0.00,128.88,127.88,128.38,-47.07,0.00
02/22/2021,17:16,128.15,128.15,127.69,127.77,212794,280455,11.47,0.00,0.00,128.89,127.79,128.34,122.51,0.00
02/22/2021,17:17,127.76,127.85,127.70,127.73,155937,149631,6.52,0.00,0.00,128.87,127.71,128.29,124.13,0.00
02/22/2021,17:18,127.74,127.88,127.72,127.83,165208,117749,-3.36,0.00,0.00,128.86,127.65,128.25,61.78,0.00
02/22/2021,17:19,127.83,127.83,127.62,127.67,121105,187187,-9.25,0.00,0.00,128.84,127.57,128.21,42.07,0.00
02/22/2021,17:20,127.68,127.81,127.61,127.75,122211,126284,-7.84,0.00,0.00,128.82,127.52,128.17,13.15,0.00
02/22/2021,17:21,127.74,127.89,127.66,127.74,140065,117762,-4.25,0.00,0.00,128.75,127.50,128.12,31.38,0.00
02/22/2021,17:22,127.74,127.83,127.55,127.59,125453,172311,4.57,0.00,0.00,128.69,127.45,128.07,-26.50,0.00
02/22/2021,17:23,127.58,127.58,127.36,127.46,195846,314355,-8.95,0.00,0.00,128.63,127.39,128.01,-6.37,0.00
02/22/2021,17:24,127.47,127.55,127.39,127.51,139344,162438,-7.85,0.00,0.00,128.57,127.35,127.96,5.00,0.00
02/22/2021,17:25,127.52,127.52,127.26,127.27,131776,223018,3.06,0.00,0.00,128.52,127.28,127.90,11.66,0.00
02/22/2021,17:26,127.26,127.32,127.09,127.16,305385,289913,-13.86,0.00,0.00,128.49,127.18,127.83,155.27,0.00
02/22/2021,17:27,127.16,127.21,127.01,127.03,172260,245998,-8.54,0.00,0.00,128.47,127.07,127.77,30.81,0.00
02/22/2021,17:28,127.03,127.05,126.82,127.01,393769,742159,-1.84,0.00,0.00,128.46,126.96,127.71,478.74,0.00
02/22/2021,17:29,127.00,127.19,126.98,127.07,149736,185048,-1.52,0.00,0.00,128.45,126.88,127.67,163.42,0.00
02/22/2021,17:30,127.07,127.19,126.91,127.13,149634,242672,5.36,0.00,0.00,128.42,126.82,127.62,-20.46,0.00
02/22/2021,17:31,127.11,127.16,126.90,127.06,143117,184776,6.81,0.00,0.00,128.40,126.75,127.58,7.31,0.00
02/22/2021,17:32,127.06,127.25,127.02,127.02,162720,125620,1.40,0.00,0.00,128.36,126.70,127.53,1.90,0.00
02/22/2021,17:33,127.01,127.07,126.90,126.95,181441,186827,-2.80,0.00,0.00,128.23,126.68,127.46,19.45,0.00
02/22/2021,17:34,126.96,126.96,126.87,126.89,153519,194184,-8.29,0.00,0.00,128.12,126.66,127.39,39.92,0.00
02/22/2021,17:35,126.89,126.96,126.61,126.74,324486,495001,0.73,0.00,0.00,128.01,126.63,127.32,217.84,0.00
02/22/2021,17:36,126.74,126.94,126.70,126.83,164004,145856,1.40,0.00,0.00,127.96,126.59,127.27,4.06,0.00
02/22/2021,17:37,126.83,126.83,126.54,126.72,169173,193833,8.57,0.00,0.00,127.91,126.53,127.22,-28.85,0.00
02/22/2021,17:38,126.72,126.73,126.56,126.69,154134,140468,2.06,0.00,0.00,127.84,126.49,127.16,-2.38,0.00
02/22/2021,17:39,126.69,126.80,126.55,126.68,168396,163058,5.00,0.00,0.00,127.78,126.45,127.11,-6.58,0.00
02/22/2021,17:40,126.67,126.87,126.65,126.85,179471,167098,-0.81,0.00,0.00,127.67,126.47,127.07,-41.78,0.00
02/22/2021,17:41,126.84,126.90,126.74,126.79,117035,132185,-8.34,0.00,0.00,127.55,126.50,127.02,-40.41,0.00
02/22/2021,17:42,126.79,126.99,126.69,126.70,158110,188556,-1.45,0.00,0.00,127.45,126.50,126.98,-69.48,0.00
02/22/2021,17:43,126.69,127.00,126.66,127.00,165632,102891,12.58,0.00,0.00,127.38,126.53,126.96,-19.79,0.00
02/22/2021,17:44,127.00,127.11,126.91,127.05,176188,100178,21.59,0.00,0.00,127.27,126.59,126.93,-29.55,0.00
02/22/2021,17:45,127.05,127.13,126.97,127.05,148552,137483,0.28,0.00,0.00,127.23,126.61,126.92,-12.77,0.00
02/22/2021,17:46,127.05,127.06,126.92,126.96,122508,134909,-7.71,0.00,0.00,127.20,126.62,126.91,-10.72,0.00
02/22/2021,17:47,126.96,127.04,126.91,127.03,105073,75867,-18.13,0.00,0.00,127.20,126.62,126.91,-50.87,0.00
02/22/2021,17:48,127.03,127.04,126.91,126.91,124595,109157,-18.87,0.00,0.00,127.19,126.62,126.91,-32.77,0.00
02/22/2021,17:49,126.91,127.00,126.89,126.96,95898,81262,-26.16,0.00,0.00,127.18,126.62,126.90,-78.38,0.00
02/22/2021,17:50,126.97,126.97,126.84,126.89,76748,111659,-28.73,0.00,0.00,127.15,126.63,126.89,-39.20,0.00
02/22/2021,17:51,126.88,126.94,126.59,126.64,165865,230297,-8.94,0.00,0.00,127.13,126.60,126.87,9.13,0.00
02/22/2021,17:52,126.64,126.76,126.52,126.57,170004,157090,-11.54,0.00,0.00,127.13,126.56,126.85,11.03,0.00
02/22/2021,17:53,126.57,126.59,126.50,126.53,158395,229961,-26.77,0.00,0.00,127.14,126.51,126.82,17.17,0.00
02/22/2021,17:54,126.53,126.58,126.42,126.42,161318,356621,-25.76,0.00,0.00,127.16,126.44,126.80,49.45,0.00
02/22/2021,17:55,126.43,126.51,126.24,126.31,305328,380767,-13.66,0.00,0.00,127.19,126.36,126.78,175.30,0.00
02/22/2021,17:56,126.31,126.39,126.26,126.35,226415,165256,-12.87,0.00,0.00,127.21,126.30,126.75,12.98,0.00
02/22/2021,17:57,126.35,126.37,126.04,126.05,181790,277969,7.17,0.00,0.00,127.27,126.17,126.72,71.22,0.00
02/22/2021,17:58,126.05,126.15,125.70,125.75,367987,653703,37.79,0.00,0.00,127.37,125.98,126.67,269.69,0.00
02/22/2021,17:59,125.75,125.79,125.60,125.79,316405,279150,41.88,0.00,0.00,127.42,125.84,126.63,108.21,0.00
02/22/2021,18:00,125.79,125.97,125.76,125.93,219062,212185,44.72,0.00,0.00,127.43,125.74,126.58,67.53,0.00
02/22/2021,18:01,125.92,126.13,125.89,126.12,202418,163887,20.17,0.00,0.00,127.41,125.69,126.55,102.45,0.00
02/22/2021,18:02,126.12,126.14,125.95,126.01,138362,218604,11.45,0.00,0.00,127.40,125.63,126.52,52.71,0.00
02/22/2021,18:03,126.01,126.19,125.79,126.15,187387,193631,41.03,0.00,0.00,127.35,125.60,126.47,115.07,0.00
02/22/2021,18:04,126.16,126.28,126.04,126.24,118210,99870,42.48,0.00,0.00,127.27,125.60,126.43,15.75,0.00
02/22/2021,18:05,126.24,126.28,126.09,126.22,101165,80160,24.44,0.00,0.00,127.18,125.60,126.39,-54.23,0.00
02/22/2021,18:06,126.21,126.38,126.19,126.37,129238,113992,27.23,0.00,0.00,127.11,125.62,126.36,-25.64,0.00
02/22/2021,18:07,126.36,126.37,126.24,126.28,96771,113481,2.21,0.00,0.00,127.01,125.64,126.32,-45.86,0.00
02/22/2021,18:08,126.28,126.29,126.04,126.09,82544,142307,-12.80,0.00,0.00,126.92,125.65,126.28,-56.59,0.00
02/22/2021,18:09,126.13,126.33,126.08,126.30,150836,118417,-6.48,0.00,0.00,126.80,125.70,126.25,-60.76,0.00
02/22/2021,18:10,126.32,126.34,126.11,126.15,100165,131840,-3.90,0.00,0.00,126.68,125.75,126.21,-40.77,0.00
02/22/2021,18:11,126.15,126.24,126.09,126.17,97278,87027,-10.08,0.00,0.00,126.61,125.77,126.19,-59.91,0.00
02/22/2021,18:12,126.16,126.22,126.07,126.09,101861,112891,-11.74,0.00,0.00,126.55,125.78,126.17,-78.98,0.00
02/22/2021,18:13,126.08,126.36,126.07,126.35,125293,91426,-16.15,0.00,0.00,126.52,125.80,126.16,-63.61,0.00
02/22/2021,18:14,126.36,126.45,126.28,126.45,131568,117706,-18.37,0.00,0.00,126.52,125.79,126.16,-42.20,0.00
02/22/2021,18:15,126.45,126.45,126.30,126.36,80708,103182,-18.75,0.00,0.00,126.53,125.79,126.16,-49.80,0.00
02/22/2021,18:16,126.37,126.41,126.17,126.41,87470,116176,-12.10,0.00,0.00,126.54,125.79,126.16,-42.95,0.00
02/22/2021,18:17,126.41,126.50,126.34,126.38,130150,114058,-8.24,0.00,0.00,126.57,125.80,126.18,-35.91,0.00
02/22/2021,18:18,126.38,126.62,126.28,126.56,138228,140284,0.83,0.00,0.00,126.59,125.86,126.22,27.71,0.00
02/22/2021,18:19,126.57,126.60,126.50,126.53,87015,119551,-11.36,0.00,0.00,126.59,125.93,126.26,13.92,0.00
02/22/2021,18:20,126.52,126.59,126.47,126.59,75028,72678,-18.07,0.00,0.00,126.62,125.96,126.29,-39.27,0.00
02/22/2021,18:21,126.58,126.74,126.55,126.72,128513,124395,-12.35,0.00,0.00,126.69,125.96,126.32,20.29,0.00
02/22/2021,18:22,126.71,126.77,126.68,126.77,100448,103177,-16.08,0.00,0.00,126.74,125.97,126.36,-9.44,0.00
02/22/2021,18:23,126.76,126.82,126.71,126.80,85256,106496,-27.22,0.00,0.00,126.81,125.97,126.39,-28.78,0.00
02/22/2021,18:24,126.79,126.82,126.64,126.66,84637,120447,-22.32,0.00,0.00,126.84,125.98,126.41,-11.60,0.00
02/22/2021,18:25,126.65,126.84,126.65,126.82,59897,53341,-15.59,0.00,0.00,126.90,125.99,126.44,-38.56,0.00
02/22/2021,18:26,126.82,126.92,126.80,126.88,88730,73657,-22.88,0.00,0.00,126.96,125.98,126.47,-24.38,0.00
02/22/2021,18:27,126.89,126.91,126.81,126.91,74689,71960,-25.03,0.00,0.00,127.02,125.98,126.50,-32.33,0.00
02/22/2021,18:28,126.92,126.95,126.84,126.90,99204,103262,-36.82,0.00,0.00,127.05,126.03,126.54,-18.78,0.00
02/22/2021,18:29,126.89,126.98,126.88,126.95,68490,79452,-33.49,0.00,0.00,127.10,126.05,126.57,-19.55,0.00
02/22/2021,18:30,126.96,126.97,126.85,126.86,60293,90343,-29.57,0.00,0.00,127.11,126.10,126.61,-26.03,0.00
02/22/2021,18:31,126.86,126.96,126.74,126.79,120984,115169,-21.19,0.00,0.00,127.11,126.17,126.64,-3.30,0.00
02/22/2021,18:32,126.79,126.83,126.75,126.76,58636,50406,-20.21,0.00,0.00,127.07,126.28,126.67,-60.85,0.00
02/22/2021,18:33,126.75,126.92,126.73,126.83,83562,97302,-8.49,0.00,0.00,127.07,126.33,126.70,-12.44,0.00
02/22/2021,18:34,126.83,126.85,126.70,126.70,42443,106301,-10.14,0.00,0.00,127.06,126.36,126.71,0.70,0.00
02/22/2021,18:35,126.70,126.72,126.63,126.67,71920,112650,-18.90,0.00,0.00,127.04,126.41,126.72,-27.02,0.00
02/22/2021,18:36,126.67,126.69,126.63,126.67,72078,86810,-23.18,0.00,0.00,127.02,126.45,126.74,-21.97,0.00
02/22/2021,18:37,126.67,126.84,126.66,126.81,71864,75078,-10.51,0.00,0.00,126.99,126.53,126.76,-23.37,0.00
02/22/2021,18:38,126.81,126.86,126.79,126.80,49776,58733,-14.17,0.00,0.00,126.98,126.56,126.77,-47.09,0.00
02/22/2021,18:39,126.80,126.95,126.78,126.92,73937,63631,-2.73,0.00,0.00,126.98,126.60,126.79,21.49,0.00
02/22/2021,18:40,126.92,126.92,126.80,126.83,44942,78388,-2.27,0.00,0.00,126.97,126.63,126.80,-24.05,0.00
02/22/2021,18:41,126.83,126.94,126.81,126.94,67962,48450,-12.76,0.00,0.00,126.99,126.64,126.81,-20.62,0.00
02/22/2021,18:42,126.95,127.09,126.95,127.08,166895,117594,-3.31,0.00,0.00,127.04,126.62,126.83,40.51,0.00
02/22/2021,18:43,127.08,127.18,127.01,127.14,123617,116759,-5.03,0.00,0.00,127.09,126.60,126.85,62.48,0.00
02/22/2021,18:44,127.15,127.18,127.09,127.11,58229,72587,-11.56,0.00,0.00,127.13,126.61,126.87,-13.16,0.00
02/22/2021,18:45,127.11,127.11,127.00,127.07,65072,73277,-7.49,0.00,0.00,127.15,126.61,126.88,-41.42,0.00
02/22/2021,18:46,127.07,127.20,127.02,127.20,69362,68854,11.06,0.00,0.00,127.20,126.59,126.90,26.75,0.00
02/22/2021,18:47,127.20,127.25,126.92,126.94,114906,190839,28.90,0.00,0.00,127.20,126.59,126.90,69.05,0.00
02/22/2021,18:48,126.94,127.14,126.93,127.09,72768,75629,46.87,0.00,0.00,127.22,126.59,126.91,-0.23,0.00
02/22/2021,18:49,127.10,127.16,127.06,127.07,62821,55831,25.95,0.00,0.00,127.24,126.59,126.91,-35.71,0.00
02/22/2021,18:50,127.07,127.08,126.92,127.04,82128,78523,27.20,0.00,0.00,127.25,126.60,126.92,1.11,0.00
02/22/2021,18:51,127.05,127.18,127.03,127.04,69120,65241,25.03,0.00,0.00,127.26,126.61,126.94,-8.56,0.00
02/22/2021,18:52,127.04,127.10,127.03,127.06,38448,47757,10.41,0.00,0.00,127.27,126.63,126.95,-20.55,0.00
02/22/2021,18:53,127.07,127.10,127.01,127.01,36300,54894,-2.48,0.00,0.00,127.27,126.64,126.96,-33.71,0.00
02/22/2021,18:54,127.01,127.07,126.98,127.04,65001,61724,-2.17,0.00,0.00,127.27,126.68,126.98,2.75,0.00
02/22/2021,18:55,127.03,127.09,126.95,126.97,28269,70811,2.52,0.00,0.00,127.25,126.73,126.99,-14.89,0.00
02/22/2021,18:56,126.98,127.09,126.97,126.97,39020,44686,-6.14,0.00,0.00,127.22,126.79,127.01,-70.58,0.00
02/22/2021,18:57,126.97,126.97,126.86,126.91,66023,92453,-27.39,0.00,0.00,127.21,126.81,127.01,-34.07,0.00
02/22/2021,18:58,126.90,126.96,126.89,126.93,43553,39324,-35.82,0.00,0.00,127.19,126.84,127.02,-36.65,0.00
02/22/2021,18:59,126.94,126.94,126.78,126.87,69279,73797,-25.18,0.00,0.00,127.20,126.83,127.02,3.42,0.00
02/22/2021,19:00,126.87,126.95,126.87,126.91,47869,52888,-29.61,0.00,0.00,127.19,126.85,127.02,-27.10,0.00
02/22/2021,19:01,126.90,126.90,126.78,126.81,54628,75934,-27.98,0.00,0.00,127.20,126.82,127.01,-57.30,0.00
02/22/2021,19:02,126.80,126.84,126.76,126.82,49698,55414,-24.25,0.00,0.00,127.20,126.80,127.00,-29.17,0.00
02/22/2021,19:03,126.83,126.89,126.82,126.86,51853,49937,-24.00,0.00,0.00,127.19,126.78,126.99,-14.21,0.00
02/22/2021,19:04,126.84,126.85,126.79,126.85,46359,51914,-25.21,0.00,0.00,127.18,126.77,126.97,-38.83,0.00
02/22/2021,19:05,126.85,126.85,126.76,126.81,49727,48163,-27.29,0.00,0.00,127.17,126.75,126.96,-27.14,0.00
02/22/2021,19:06,126.81,126.81,126.71,126.77,58707,67484,-25.46,0.00,0.00,127.13,126.74,126.94,46.38,0.00
02/22/2021,19:07,126.77,126.78,126.67,126.72,67718,64056,-21.36,0.00,0.00,127.14,126.71,126.93,44.50,0.00
02/22/2021,19:08,126.71,126.73,126.62,126.63,59480,78878,-12.61,0.00,0.00,127.14,126.67,126.90,9.18,0.00
02/22/2021,19:09,126.64,126.67,126.61,126.66,59849,50243,-24.46,0.00,0.00,127.13,126.64,126.88,11.11,0.00
02/22/2021,19:10,126.66,126.67,126.57,126.60,48859,68832,-18.19,0.00,0.00,127.13,126.60,126.86,40.60,0.00
02/22/2021,19:11,126.59,126.61,126.51,126.51,38849,78511,-17.90,0.00,0.00,127.13,126.54,126.84,-25.94,0.00
02/22/2021,19:12,126.50,126.61,126.50,126.60,71805,93819,-10.53,0.00,0.00,127.11,126.52,126.81,99.84,0.00
02/22/2021,19:13,126.60,126.69,126.58,126.65,78678,59412,-2.09,0.00,0.00,127.08,126.51,126.79,-3.48,0.00
02/22/2021,19:14,126.65,126.65,126.53,126.54,38521,41501,9.70,0.00,0.00,127.05,126.49,126.77,-20.58,0.00
02/22/2021,19:15,126.55,126.60,126.52,126.54,49684,72318,6.06,0.00,0.00,127.03,126.46,126.75,-6.56,0.00
02/22/2021,19:16,126.53,126.65,126.50,126.63,56861,47856,14.49,0.00,0.00,127.00,126.46,126.73,-0.38,0.00
02/22/2021,19:17,126.63,126.68,126.55,126.67,66437,47659,15.24,0.00,0.00,126.98,126.46,126.72,12.09,0.00
02/22/2021,19:18,126.67,126.67,126.50,126.53,31896,62486,23.12,0.00,0.00,126.95,126.45,126.70,-3.96,0.00
02/22/2021,19:19,126.53,126.62,126.50,126.61,72410,90226,32.18,0.00,0.00,126.93,126.44,126.69,66.14,0.00
02/22/2021,19:20,126.61,126.62,126.57,126.58,43474,41183,16.27,0.00,0.00,126.89,126.45,126.67,-32.91,0.00
02/22/2021,19:21,126.57,126.58,126.51,126.56,48274,36900,7.42,0.00,0.00,126.87,126.44,126.66,-35.36,0.00
02/22/2021,19:22,126.57,126.64,126.52,126.62,37639,33385,7.76,0.00,0.00,126.85,126.44,126.65,-48.67,0.00
02/22/2021,19:23,126.62,126.68,126.60,126.68,50698,47301,0.75,0.00,0.00,126.82,126.46,126.64,-10.98,0.00
02/22/2021,19:24,126.68,126.73,126.66,126.70,53649,58476,-8.18,0.00,0.00,126.79,126.48,126.63,-4.73,0.00
02/22/2021,19:25,126.70,126.70,126.60,126.64,44007,69312,-3.32,0.00,0.00,126.75,126.49,126.62,-3.44,0.00
02/22/2021,19:26,126.64,126.64,126.54,126.60,38450,46119,-10.86,0.00,0.00,126.73,126.50,126.61,-48.94,0.00
02/22/2021,19:27,126.61,126.66,126.58,126.62,32403,42505,-16.66,0.00,0.00,126.71,126.51,126.61,-45.75,0.00
02/22/2021,19:28,126.62,126.65,126.59,126.64,42692,35337,-28.74,0.00,0.00,126.71,126.51,126.61,-2.49,0.00
02/22/2021,19:29,126.65,126.76,126.65,126.72,89107,72106,-25.11,0.00,0.00,126.72,126.50,126.61,32.14,0.00
02/22/2021,19:30,126.71,126.75,126.57,126.72,86606,78007,-1.38,0.00,0.00,126.74,126.50,126.62,57.20,0.00
02/22/2021,19:31,126.72,126.75,126.68,126.73,32371,30132,-1.20,0.00,0.00,126.75,126.51,126.63,-45.22,0.00
02/22/2021,19:32,126.73,126.73,126.64,126.67,37534,37400,-6.13,0.00,0.00,126.75,126.51,126.63,-20.61,0.00
02/22/2021,19:33,126.68,126.70,126.64,126.70,43497,49548,-8.86,0.00,0.00,126.76,126.51,126.64,-42.79,0.00
02/22/2021,19:34,126.69,126.73,126.67,126.73,34626,42287,-9.58,0.00,0.00,126.77,126.52,126.64,-9.15,0.00
02/22/2021,19:35,126.74,126.84,126.70,126.80,96522,75705,-0.19,0.00,0.00,126.79,126.53,126.66,102.21,0.00
02/22/2021,19:36,126.79,126.95,126.75,126.91,103787,58008,18.63,0.00,0.00,126.84,126.50,126.67,127.80,0.00
02/22/2021,19:37,126.91,126.96,126.88,126.94,55574,45528,15.74,0.00,0.00,126.89,126.48,126.68,3.17,0.00
02/22/2021,19:38,126.95,127.07,126.91,127.02,144196,93237,34.54,0.00,0.00,126.95,126.47,126.71,111.76,0.00
02/22/2021,19:39,127.02,127.06,126.98,127.06,100732,90288,21.05,0.00,0.00,127.01,126.45,126.73,68.57,0.00
02/22/2021,19:40,127.06,127.09,127.01,127.04,47213,48592,-2.22,0.00,0.00,127.06,126.45,126.75,13.29,0.00
02/22/2021,19:41,127.03,127.09,127.02,127.09,41607,36303,-1.94,0.00,0.00,127.10,126.46,126.78,4.01,0.00
02/22/2021,19:42,127.09,127.14,127.01,127.02,44684,77279,5.73,0.00,0.00,127.13,126.47,126.80,56.30,0.00
02/22/2021,19:43,127.01,127.01,126.91,126.96,62086,83018,12.97,0.00,0.00,127.14,126.49,126.82,-9.99,0.00
02/22/2021,19:44,126.96,127.00,126.93,126.99,43659,40843,13.44,0.00,0.00,127.16,126.50,126.83,-48.67,0.00
02/22/2021,19:45,127.00,127.06,126.97,127.05,39900,45362,0.39,0.00,0.00,127.18,126.52,126.85,36.41,0.00
02/22/2021,19:46,127.05,127.10,127.04,127.09,30727,39011,-21.91,0.00,0.00,127.20,126.55,126.88,-6.93,0.00
02/22/2021,19:47,127.08,127.17,127.05,127.06,61728,52842,-12.27,0.00,0.00,127.21,126.58,126.90,23.13,0.00
02/22/2021,19:48,127.05,127.06,127.01,127.05,40773,51146,-26.21,0.00,0.00,127.22,126.62,126.92,19.51,0.00
02/22/2021,19:49,127.05,127.05,127.01,127.03,23600,23781,-29.33,0.00,0.00,127.22,126.64,126.93,-72.49,0.00
02/22/2021,19:50,127.03,127.04,126.95,126.95,31392,61115,-23.55,0.00,0.00,127.22,126.67,126.94,-42.82,0.00
02/22/2021,19:51,126.96,127.14,126.93,127.13,57523,33306,5.21,0.00,0.00,127.23,126.70,126.96,-10.16,0.00
02/22/2021,19:52,127.14,127.22,127.14,127.21,67344,57849,-4.66,0.00,0.00,127.24,126.74,126.99,-47.27,0.00
02/22/2021,19:53,127.20,127.23,127.15,127.21,48172,39686,-7.35,0.00,0.00,127.24,126.79,127.02,-54.01,0.00
02/22/2021,19:54,127.21,127.21,127.16,127.17,48134,53576,-10.12,0.00,0.00,127.23,126.84,127.04,6.16,0.00
02/22/2021,19:55,127.17,127.20,127.13,127.19,55447,40143,-12.18,0.00,0.00,127.23,126.89,127.06,22.69,0.00
02/22/2021,19:56,127.19,127.19,127.07,127.12,29058,50924,1.48,0.00,0.00,127.23,126.91,127.07,-34.42,0.00
02/22/2021,19:57,127.12,127.16,127.08,127.15,40564,32361,-6.50,0.00,0.00,127.23,126.93,127.08,-49.74,0.00
02/22/2021,19:58,127.15,127.23,127.15,127.20,71444,51269,0.45,0.00,0.00,127.25,126.93,127.09,45.22,0.00
02/22/2021,19:59,127.19,127.19,127.13,127.18,35086,69145,5.05,0.00,0.00,127.26,126.93,127.09,22.25,0.00
02/22/2021,20:00,127.17,127.26,127.16,127.26,96640,42423,6.28,0.00,0.00,127.28,126.93,127.11,99.41,0.00
