"Date","Time","Open","High","Low","Close","Up","Down","CV","ZeroLine","Zero Cross","UpperBand","LowerBand","MidLine","VolROC","ZeroLine"
02/22/2021,18:06,234.14,234.29,234.06,234.27,42135,33681,-10.18,0.00,0.00,234.64,233.94,234.29,-9.18,0.00
02/22/2021,18:07,234.27,234.49,234.26,234.36,68128,27227,-11.14,0.00,0.00,234.64,233.94,234.29,147.56,0.00
02/22/2021,18:08,234.36,234.36,233.96,234.05,29487,51116,-2.08,0.00,0.00,234.65,233.91,234.28,41.39,0.00
02/22/2021,18:09,234.08,234.33,234.03,234.23,42316,23062,-0.95,0.00,0.00,234.59,233.93,234.26,16.26,0.00
02/22/2021,18:10,234.22,234.22,233.64,233.69,60242,63491,23.54,0.00,0.00,234.59,233.84,234.21,116.17,0.00
02/22/2021,18:11,233.69,233.78,233.58,233.68,70908,30405,26.63,0.00,0.00,234.54,233.79,234.16,59.48,0.00
02/22/2021,18:12,233.65,233.65,233.37,233.39,52765,58599,25.75,0.00,0.00,234.59,233.63,234.11,192.56,0.00
02/22/2021,18:13,233.39,233.61,233.32,233.58,49960,43956,26.81,0.00,0.00,234.59,233.55,234.07,46.63,0.00
02/22/2021,18:14,233.59,233.77,233.52,233.72,34819,30591,29.67,0.00,0.00,234.59,233.51,234.05,-2.81,0.00
02/22/2021,18:15,233.71,233.87,233.62,233.85,43457,29324,38.23,0.00,0.00,234.58,233.49,234.03,119.81,0.00
02/22/2021,18:16,233.85,233.85,233.53,233.83,31915,35064,38.41,0.00,0.00,234.56,233.47,234.02,36.49,0.00
02/22/2021,18:17,233.81,233.93,233.73,233.93,42958,31750,28.18,0.00,0.00,234.55,233.46,234.01,75.05,0.00
02/22/2021,18:18,233.92,234.25,233.84,234.19,59963,38435,20.55,0.00,0.00,234.53,233.47,234.00,53.77,0.00
02/22/2021,18:19,234.22,234.26,234.07,234.16,25545,27848,8.30,0.00,0.00,234.53,233.47,234.00,-16.38,0.00
02/22/2021,18:20,234.18,234.21,233.99,234.19,21494,19023,-15.33,0.00,0.00,234.53,233.47,234.00,-46.56,0.00
02/22/2021,18:21,234.19,234.39,234.13,234.38,47551,44486,-9.71,0.00,0.00,234.56,233.46,234.01,-3.48,0.00
02/22/2021,18:22,234.38,234.60,234.32,234.60,41756,26665,-8.01,0.00,0.00,234.64,233.43,234.04,-15.11,0.00
02/22/2021,18:23,234.60,234.61,234.47,234.51,24474,28595,-15.94,0.00,0.00,234.68,233.41,234.05,-18.83,0.00
02/22/2021,18:24,234.49,234.65,234.43,234.52,30900,30060,-15.31,0.00,0.00,234.73,233.40,234.06,-50.73,0.00
02/22/2021,18:25,234.51,234.83,234.48,234.83,38343,25313,-6.24,0.00,0.00,234.84,233.35,234.10,-37.17,0.00
02/22/2021,18:26,234.83,235.03,234.78,234.95,37263,32987,-9.43,0.00,0.00,234.96,233.30,234.13,-36.92,0.00
